Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Heterogeneous Data-Driven Failure Diagnosis for Microservice-Based Industrial Clouds Toward Consumer Digital Ecosystems,Y. Xu; Z. Qiu; H. Gao; X. Zhao; L. Wang; R. Li,"School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Engineering and Science and the Key Laboratory of Silicate Cultural Relics Conservation, Ministry of Education, Shanghai University, Shanghai, China; School of Software Technology, Zhejiang University, Ningbo, China; School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China",IEEE Transactions on Consumer Electronics,29 Apr 2024,2024,70,1,2027,2037,"Consumer digital ecosystems include a large volume of different types of applications, and those applications are usually deployed in industrial cloud computing systems. Currently, microservices are one of the most prevailing architectures for industrial clouds. Similar to other architectures, microservices may also produce failures, so failure diagnosis for microservices becomes an inevitable problem in industrial clouds. A majority of existing methods focus on statistical analysis for monitoring data or system topological structure. However, because these methods usually only harness service-level or machine-level metrics, they cannot complete fine-grained failure diagnosis, increasing the running risk of microservice-based industrial clouds. To tackle this issue, in this paper, we design a novel graph structure to represent failure dependencies, especially the heterogeneity, and name it as the heterogeneous failure dependence graph (HFDG). We propose a framework to inform engineers which type of and where failures occur in industrial clouds. The HFDG can be used to mine the propagation of failures between different types of components. We also propose a novel neural network model based on attention mechanism and heterogeneous graph neural network, to fully leverage the metric data and HFDG. We performed experiments on three large-scale public datasets from real-world microservices-based systems. The experimental results demonstrate the superior performance of our model compared to well-known baselines.",1558-4127,,10.1109/TCE.2023.3337351,National Key Research and Development Program(grant numbers:2021YFF0901002); State Key Laboratory of Tibetan Intelligent Information Processing and Application and Tibetan Information Processing and Machine Translation Key Laboratory of Qinghai Province(grant numbers:2023-Z-005); Open Foundation of Yunnan Key Laboratory of Software Engineering(grant numbers:2023SE301); Fundamental Research Funds for the Central Universities(grant numbers:ZYTS23207); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10332462,Heterogeneous data;consumer digital ecosystems;industrial cloud;failure diagnosis;microservice,Measurement;Microservice architectures;Cloud computing;Ecosystems;Monitoring;Feature extraction;Computational modeling,,3.0,,34,IEEE,29 Nov 2023,,,IEEE,IEEE Journals
The Shape of Your Cloud: How to Design and Run Polylithic Cloud Applications,L. Toka,"MTA-BME Information Systems Research Group, MTA-BME Network Softwarization Research Group, Faculty of Electrical Engineering and Informatics, Budapest University of Technology and Economics, Budapest, Hungary",IEEE Access,21 Sep 2022,2022,10,,97971,97982,"Nowadays the major trend in IT dictates deploying applications in the cloud, cutting the monolithic software into small, easily manageable and developable components, and running them in a microservice scheme. With these choices come the questions: which cloud service types to choose from the several available options, and how to distribute the monolith in order to best resonate with the selected cloud features. We propose a model that presents monolithic applications in a novel way and focuses on key properties that are crucial in the development of cloud-native applications. The model focuses on the organization of scaling units, and it accounts for the cost of provisioned resources in scale-out periods and invocation delays among the application components. We analyze dis-aggregated monolithic applications that are deployed in the cloud, offering both Container-as-a-Service (CaaS) and Function-as-a-Service (FaaS) platforms. We showcase the efficiency of our proposed optimization solution by presenting the reduction in operation costs as an illustrative example. We propose to group similarly low scale components together in CaaS, while running dynamically scaled components in FaaS. By doing so, the price is decreased as unnecessary memory provisioning is eliminated, while application response time does not show any degradation.",2169-3536,,10.1109/ACCESS.2022.3206433,"Ministry of Innovation and Technology of Hungary from the National Research, Development and Innovation Fund(grant numbers:128233); FK_18(grant numbers:135074); FK_20(grant numbers:2019-2.1.13-TÉT_IN-2020-00021,2019-2.1.13-TÉT-IN); ÚNKP-22-5 New National Excellence Program of the Ministry for Innovation and Technology from the Source of the National Research, Development and Innovation Fund; János Bolyai Research Scholarship of the Hungarian Academy of Sciences; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9889714,Cloud-native application;container-as-a-service;function-as-a-service;resource footprint;invocation latency;application scaling;microservice architecture,Cloud computing;Microservice architectures;Costs;Resource management;Packaging;Microservice architectures,,1.0,,30,CCBY,14 Sep 2022,,,IEEE,IEEE Journals
Reducing Microservices Interference and Deployment Time in Resource-Constrained Cloud Systems,M. Adeppady; P. Giaccone; H. Karl; C. F. Chiasserini,"Electronics and Telecommunications Department, Politecnico di Torino, Torino, Italy; Electronics and Telecommunications Department, Politecnico di Torino, Torino, Italy; Hasso Plattner Institute, University of Potsdam, Potsdam, Germany; Electronics and Telecommunications Department, Politecnico di Torino, Torino, Italy",IEEE Transactions on Network and Service Management,9 Oct 2023,2023,20,3,3135,3147,"In resource-constrained cloud systems, e.g., at the network edge or in private clouds, it is essential to deploy microservices (MSs) efficiently. Unlike most of the existing approaches, we tackle this issue by accounting for two important facts: (i) the interference that arises when MSs compete for the same resources and degrades their performance, and (ii) the MSs’ deployment time. In particular, we first present some experiments highlighting the impact of interference on the throughput of MSs co-located in the same server, as well as the benefits of MSs’ parallel deployment. Then, we formulate an optimization problem that minimizes the number of used servers while meeting the MSs’ performance requirements. In light of the problem complexity, we design a low-complexity heuristic, called iPlace, that clusters together MSs competing for resources as diverse as possible and, hence, interfering as little as possible. Importantly, clustering MSs also allows us to exploit the benefit of parallel deployment, which greatly reduces the deployment time as compared to the sequential approach applied in prior art and by default in state-of-the-art orchestrators. Our numerical results show that iPlace closely matches the optimum and uses 21-92% fewer servers compared to alternative schemes while proving to be highly scalable. Further, by deploying MSs in parallel using Kubernetes, iPlace reduces the deployment time by 69% compared to state-of-the-art solutions.",1932-4537,,10.1109/TNSM.2023.3235710,"H2020 MSCA-ITN SEMANTIC(grant numbers:861165); European Union’s NextGenerationEU instrument, under the Italian National Recovery and Resilience Plan (NRRP), Mission 4 Component 2 Investment 1.3, enlarged partnership “Telecommunications of the Future” (PE0000001), program “RESTART.”; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10013701,Microservices;performance interference;edge computing;microservice placement;resource contention,Interference;Servers;Throughput;Containers;Microservice architectures;Cloud computing;Degradation,,5.0,,37,IEEE,10 Jan 2023,,,IEEE,IEEE Journals
DeepScaling: Autoscaling Microservices With Stable CPU Utilization for Large Scale Production Cloud Systems,Z. Wang; S. Zhu; J. Li; W. Jiang; K. K. Ramakrishnan; M. Yan; X. Zhang; A. X. Liu,"Key Laboratory of Dependable Service Computing in Cyber Physical Society, Ministry of Education, and the School of Big Data and Software Engineering, Chongqing University, Chongqing, China; Ant Group, Hangzhou, China; Ant Group, Hangzhou, China; Ant Group, Hangzhou, China; Department of Computer Science and Engineering, University of California at Riverside, Riverside, CA, USA; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China; Ant Group, Hangzhou, China",IEEE/ACM Transactions on Networking,16 Oct 2024,2024,32,5,3961,3976,"Cloud service providers often provision excessive resources to meet the desired Service Level Objectives (SLOs), by setting lower CPU utilization targets. This can result in a waste of resources and a noticeable increase in power consumption in large-scale cloud deployments. To address this issue, this paper presents DeepScaling, an innovative solution for minimizing resource cost while ensuring SLO requirements are met in a dynamic, large-scale production microservice-based system. We propose DeepScaling, which introduces three innovative components to adaptively refine the target CPU utilization of servers in the data center, and we maintain it at a stable value to meet SLO constraints while using minimum amount of system resources. First, DeepScaling forecasts workloads for each service using a Spatio-temporal Graph Neural Network. Secondly, it estimates CPU utilization with a Deep Neural Network, considering factors such as periodic tasks and traffic. Finally, it uses a modified Deep Q-Network (DQN) to generate an autoscaling policy that controls service resources to maximize service stability while meeting SLOs. Evaluation of DeepScaling in Ant Group’s large-scale cloud environment shows that it outperforms state-of-the-art autoscaling approaches in terms of maintaining stable performance and resource savings. The deployment of DeepScaling in the real-world environment of 1900+ microservices saves the provisioning of over 100,000 CPU cores per day, on average.",1558-2566,,10.1109/TNET.2024.3400953,"National Key Research and Development Project(grant numbers:2021YFB1714200); Fundamental Research Funds for the Central Universities(grant numbers:2023CDJKYJH013); Chongqing Technology Innovation and Application Development Project(grant numbers:CSTB2022TIAD-STX0007,CSTB2022TIAD-KPX0067); Postdoctoral Foundation of Chongqing(grant numbers:2020LY13); Research Fund from the Ant Group; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10542703,Microservices autoscaling;cloud systems;horizontal autoscaling;service quality,Microservice architectures;Measurement;Production;Task analysis;Servers;Resource management;Predictive models,,1.0,,50,IEEE,31 May 2024,,,IEEE,IEEE Journals
Enhancing Performance of Distributed Transactions in Microservices via Buffered Serialization,K. Munonye; P. Martinek,"Budapest University of Technology and Economics, Budapest, Hungary; Budapest University of Technology and Economics, Budapest, Hungary",Journal of Web Engineering,22 Sep 2023,2020,19,5-6,647,684,"Although the Microservices Architecture comes with a number of benefits, it is a challenge to design an efficient transaction management for multi-agent transactions that span across multiple services. Since microservices design require a loose coupling between service logic and resources, data used by a distributed transaction is spread across different nodes, there is need to an effective way to ensure data portability, speed consistency for transaction in microservices. Therefore this research addresses both the issue of improving transaction performance and maintaining data portability for distributed transactions in microservices. A novel approach to transaction management termed ‘buffered serialization’ is proposed in this research as a way to improve transaction management by the use serialization libraries. This work has a three-part objective which are (1) to highlight the challenges of distributed transaction management in microservices, (2) to propose an enhanced approach to transaction management through the use of buffered serialization between services (3) to provide a proof of concept for this novel approach. Obtained result indicate a 60% improvement in transaction failure recovery time, 10% higher success rate for load tests but an insignificantly higher resource utilization values.",1544-5976,,10.13052/jwe1540-9589.19564,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10247286,Distributed Transactions;Microservices;Transaction Management;Serialization;Protocol Buffer;Buffered Serialization;Appointment transaction processing,Couplings;Microservice architectures;Distributed databases;Libraries;Resource management,,,,32,,22 Sep 2023,,,River Publishers,River Publishers Journals
Service Based Virtual RAN Architecture for Next Generation Cellular Systems,E. Zeydan; J. Mangues-Bafalluy; J. Baranda; M. Requena; Y. Turk,"Centre Tecnològic de Telecomunicacions de Catalunya, Castelldefels, Barcelona, Spain; Centre Tecnològic de Telecomunicacions de Catalunya, Castelldefels, Barcelona, Spain; Centre Tecnològic de Telecomunicacions de Catalunya, Castelldefels, Barcelona, Spain; Centre Tecnològic de Telecomunicacions de Catalunya, Castelldefels, Barcelona, Spain; Aselsan Corporation, Istanbul, Turkey",IEEE Access,27 Jan 2022,2022,10,,9455,9470,"Service based architecture (SBA) is a paradigm shift from Service-Oriented Architecture (SOA) to microservices, combining their principles. Network virtualization enables the application of SBA in cellular systems. To better guide the software design of this virtualized cellular system with SBA, this paper presents a software perspective and a positional approach to using fundamental development principles for adapting SBA in virtualized Radio Access Networks (vRANs). First, we present the motivation for using an SBA in cellular radio systems. Then, we explore the critical requirements, key principles, and components for the software to provide radio services in SBA. We also explore the potential of applying SBA-based Radio Access Network (RAN) by comparing the functional split requirements of 5G RAN with existing open-source software and accelerated hardware implementations of service bus, and discuss the limitations of SBA. Finally, we present some discussions, future directions, and a roadmap of applying such a high-level design perspective of SBA to next-generation RAN infrastructure.",2169-3536,,10.1109/ACCESS.2022.3144534,European Union (EU) H2020 5GROWTH Project(grant numbers:856709); Generalitat de Catalunya(grant numbers:2017 SGR 1195); National Program on Equipment and Scientific and Technical Infrastructure under the European Regional Development Fund (FEDER)(grant numbers:EQC2018-005257-P); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684900,Service-based architecture;network interfaces;radio access networks;software,Computer architecture;Software;Radio access networks;5G mobile communication;Cloud computing;Protocols;Hardware,,16.0,,51,CCBY,18 Jan 2022,,,IEEE,IEEE Journals
CoScal: Multifaceted Scaling of Microservices With Reinforcement Learning,M. Xu; C. Song; S. Ilager; S. S. Gill; J. Zhao; K. Ye; C. Xu,"Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Department of Informatics, Vienna University of Technology, Vienna, Austria; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K.; Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; State Key Laboratory of IoTSC, University of Macau, Macau, China",IEEE Transactions on Network and Service Management,1 Feb 2023,2022,19,4,3995,4009,"The emerging trend towards moving from monolithic applications to microservices has raised new performance challenges in cloud computing environments. Compared with traditional monolithic applications, the microservices are lightweight, fine-grained, and must be executed in a shorter time. Efficient scaling approaches are required to ensure microservices’ system performance under diverse workloads with strict Quality of Service (QoS) requirements and optimize resource provisioning. To solve this problem, we investigate the trade-offs between the dominant scaling techniques, including horizontal scaling, vertical scaling, and brownout in terms of execution cost and response time. We first present a prediction algorithm based on gradient recurrent units to accurately predict workloads assisting in scaling to achieve efficient scaling. Further, we propose a multi-faceted scaling approach using reinforcement learning called CoScal to learn the scaling techniques efficiently. The proposed CoScal approach takes full advantage of data-driven decisions and improves the system performance in terms of high communication cost and delay. We validate our proposed solution by implementing a containerized microservice prototype system and evaluated with two microservice applications. The extensive experiments demonstrate that CoScal reduces response time by 19%-29% and decreases the connection time of services by 16% when compared with the state-of-the-art scaling techniques for Sock Shop application. CoScal can also improve the number of successful transactions with 6%-10% for Stan’s Robot Shop application.",1932-4537,,10.1109/TNSM.2022.3210211,"National Key Research and Development Program of China(grant numbers:2021YFB3300200); National Natural Science Foundation of China(grant numbers:62102408,62072451); Shenzhen Science and Technology Program(grant numbers:RCBS20210609104609044); Youth Innovation Promotion Association CAS(grant numbers:2019349); CCF-Huawei Innovative Research Plan; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9904920,Cloud computing;workload prediction;microservices;reinforcement learning;brownout;scalability,Microservice architectures;Quality of service;Cloud computing;Predictive models;Costs;Heuristic algorithms;Reinforcement learning,,31.0,,43,IEEE,28 Sep 2022,,,IEEE,IEEE Journals
Workflow-Aware Automatic Fault Diagnosis for Microservice-Based Applications With Statistics,T. Wang; W. Zhang; J. Xu; Z. Gu,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China; School of Computer Science, University College Dublin, Dublin 4, Ireland; Xiaomi Internet Department, Xiaomi Mobile Software Company Ltd., Beijing, China",IEEE Transactions on Network and Service Management,10 Dec 2020,2020,17,4,2350,2363,"Microservice architectures bring many benefits, e.g., faster delivery, improved scalability, and greater autonomy, so they are widely adopted to develop and operate Internet-based applications. How to effectively diagnose the faults of applications with lots of dynamic microservices has become a key to guarantee applications’ performance and reliability. As a microservice performs various behaviors in different workflows of processing requests, existing approaches often cannot accurately locate the root cause of an application with interactive microservices in a dynamic deployment environment. We propose a workflow-aware automatic fault diagnosis approach for microservice-based applications with statistics. We characterize traces across microservices with calling trees, and then learn trace patterns as baselines. For the faults affecting the workflows of processing requests, we estimate the workflows’ anomaly degrees, and then locate the microservices causing anomalies by comparing the difference between current traces and learned baselines with tree edit distance. For performance anomalies causing significantly increased response time, we employ principal component analysis to extract suspicious microservices with large fluctuation in response time. Finally, we evaluate our approach on three typical microservice-based applications with a series of experiments. The results show that our approach can accurately locate the microservices causing anomalies.",1932-4537,,10.1109/TNSM.2020.3022028,National Key R&D Program of China(grant numbers:2017YFB1400804); National Natural Science Foundation of China(grant numbers:61872344); Beijing Natural Science Foundation(grant numbers:4182070); Youth Innovation Promotion Association of Chinese Academy of Sciences Fund(grant numbers:2018144); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9187406,Fault diagnosis;workflow;microservice;execution traces;statistics,Fault diagnosis;Time factors;Computer architecture;Software systems;Internet,,28.0,,39,IEEE,7 Sep 2020,,,IEEE,IEEE Journals
Edge Computing and Microservices Middleware for Home Energy Management Systems,L. C. B. C. Ferreira; A. D. R. Borchardt; G. D. S. Cardoso; D. A. Mendes Lemes; G. R. D. R. d. Sousa; F. B. Neto; E. R. de Lima; G. Fraidenraich; P. Cardieri; L. G. P. Meloni,"Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil; Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil; Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil; Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil; Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil; Companhia Paranaense de Energia, Curitiba, Parana, Brazil; Department of Hardware Design, Instituto de Pesquisa Eldorado, São Paulo, Campinas, Brazil; Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil; Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil; Department of Communications, School of Electrical and Computer Engineering, University of Campinas (FEEC), São Paulo, Campinas, Brazil",IEEE Access,21 Oct 2022,2022,10,,109663,109676,"A middleware software can be seem as an abstraction layer between hardware and user applications, that facilitates the development and deployment of services in various scenarios, such as those found in Home Energy Management Systems (HEMS). There are several middleware proposals for HEMS, with most of them taking the cloud computing approach. This approach is unconcerned about computing resources but raises a dependency on external connections. This paper presents a middleware for energy management systems, based on the concept of edge computing for smart homes. The paper presents a reference model for the proposed architecture, considering specific requirements for this type of application. The proposed architecture employs the concept of microservices for data access and system configuration. The proposed middleware is designed to work with embedded systems under computational constraints, such as processing capability and storage, to reduce costs and allow its application closer to the user. The middleware is open and customizable to meet the developer’s needs. The proposed solution was implemented and tested in a university laboratory, as well as at the Eldorado Research Institute to confirm the effectiveness of the middleware. The proposal stands out from others found in the literature as it can be implemented using low cost hardware. In addition to using microservices concepts, the proposed middleware is a valuable option for applications that need an edge computing approach. A performance analysis was carried out, using low cost hardware with limited resources. The results show that the proposal can handle a significant number of devices, offering low latency and low error rate, and consuming few processing resources and memory.",2169-3536,,10.1109/ACCESS.2022.3214229,Companhia Paranaense de Energia (COPEL) through the Research and Development Project ANEEL PD-02866-0508/2019; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9917529,Home energy management systems;middleware;Internet of Things,Middleware;Internet of Things;Hardware;Edge computing;Computer architecture;Microservice architectures;Energy management systems;Computer applications,,8.0,,33,CCBY,13 Oct 2022,,,IEEE,IEEE Journals
"OPACA: Toward an Open, Language- and Platform-Independent API for Containerized Agents",B. Acar; T. Küster; O. F. Kupke; R. K. Strehlow; M. G. Augusto; F. Sivrikaya; S. Albayrak,"Chair of Agent Technology, Technische Universität Berlin, Berlin, Germany; GT-ARC gGmbH, Berlin, Germany; GT-ARC gGmbH, Berlin, Germany; GT-ARC gGmbH, Berlin, Germany; Chair of Agent Technology, Technische Universität Berlin, Berlin, Germany; GT-ARC gGmbH, Berlin, Germany; Chair of Agent Technology, Technische Universität Berlin, Berlin, Germany",IEEE Access,22 Jan 2024,2024,12,,10012,10022,"While multi-agent frameworks can provide many advanced features, they often suffer from not being able to seamlessly interact with the outside world, e.g., with web-services or other multi-agent frameworks. This may be one factor that hinders a broader application of multi-agent systems in production systems. A possible solution to this problem is the combination of multi-agent systems with the concepts of micro-services and containerization, providing language-agnostic open interfaces, as well as encapsulation and modularity. In this paper, we propose an API and reference implementation that can be employed by multi-agent systems based on different languages and frameworks. Each agent component is encapsulated in a container and is accessed through its parent runtime platform, which takes care of aspects such as authentication, input validation, monitoring and other infrastructure tasks. Multiple runtime platforms can then be connected to form systems of distributed, heterogeneous multi-agent societies.",2169-3536,,10.1109/ACCESS.2024.3353613,KI-Anwendungen (Go-KI) project (Offenes Innovationslabor KI zur Förderung gemeinwohlorientierter KI-Anwendungen); German Federal Ministry of Labour and Social Affairs (BMAS)(grant numbers:DKI.00.00032.21); German Research Foundation and the Open Access Publication Fund of TU Berlin; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10398198,Multi-agent systems;microservices;Kubernetes;Docker;API,Microservice architectures;Multi-agent systems;Task analysis;Software;Artificial intelligence;Industries;Programming,,1.0,,33,CCBYNCND,12 Jan 2024,,,IEEE,IEEE Journals
A Study on the Aging and Fault Tolerance of Microservices in Kubernetes,J. Flora; P. Gonçalves; M. Teixeira; N. Antunes,"Centre for Informatics and Systems of the University of Coimbra (CISUC), Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Centre for Informatics and Systems of the University of Coimbra (CISUC), Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Centre for Informatics and Systems of the University of Coimbra (CISUC), Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Centre for Informatics and Systems of the University of Coimbra (CISUC), Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal",IEEE Access,26 Dec 2022,2022,10,,132786,132799,"Microservice-based applications are increasingly being adopted along with cloud service models, and nowadays serve millions of customers daily. They are supported by container-based architectures which are managed by orchestration platforms, such as Kubernetes, that monitor, manage, and automate most of the tasks. Although these tools provide failover capabilities, it is not yet studied how effective they are in dealing with diverse types of faults. Fault injection is an effective methodology for validating components that are supposed to detect the malfunctions and report/correct them. This paper studies the effectiveness of Kubernetes in dealing with faults and aging in microservices, and on the possibility of using faults to accelerate aging effects for testing purposes. For this, we conducted an analysis of the implementation and tuning of Kubernetes probes, followed by experiments with varying load and fault injection into two distinct and representative microservice testbeds to analyze the capacity of probes in detecting issues in applications. The goal is to improve the knowledge of researchers and developers on whether Kubernetes can detect different faults and aging issues. Also, even though some services tend to accumulate aging effects, with increasing resource consumption, Kubernetes does not detect them nor acts on them, indicating that probes may be insufficient for aging scenarios. Results also showed that fault injection is useful to accelerate aging effects for the testing and evaluation purposes.",2169-3536,,10.1109/ACCESS.2022.3231191,"Portuguese Foundation for Science and Technology (FCT) through the Ph.D. Grant(grant numbers:2020.05145.BD); Project Adaptive, Intelligent and Distributed Assurance Platform (AIDA)(grant numbers:POCI-01-0247-FEDER-045907); European Regional Development Fund (ERDF) through the Operational Program for Competitiveness and Internationalisation (COMPETE2020); Portuguese FCT under Carnegie Mellon University (CMU) Portugal; FCT - Foundation for Science and Technology, I.P./MCTES through national funds (PIDDAC), within the scope of CISUC R&D Unit(grant numbers:UIDB/00326/2020,UIDP/00326/2020); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9996355,Fault injection;fault tolerance;Kubernetes;microservices;software aging,Aging;Microservice architectures;Probes;Software engineering;Fault tolerant systems;Containers,,3.0,,37,CCBY,21 Dec 2022,,,IEEE,IEEE Journals
Joint Deployment and Request Routing for Microservice Call Graphs in Data Centers,Y. Hu; H. Wang; L. Wang; M. Hu; K. Peng; B. Veeravalli,"Hubei Key Laboratory of Smart Internet Technology, School of Electronic Information and Communications, Huazhong University of Science, Technology, Wuhan, China; Hubei Key Laboratory of Smart Internet Technology, School of Electronic Information and Communications, Huazhong University of Science, Technology, Wuhan, China; Hubei Key Laboratory of Smart Internet Technology, School of Electronic Information and Communications, Huazhong University of Science, Technology, Wuhan, China; Hubei Key Laboratory of Smart Internet Technology, School of Electronic Information and Communications, Huazhong University of Science, Technology, Wuhan, China; Hubei Key Laboratory of Smart Internet Technology, School of Electronic Information and Communications, Huazhong University of Science, Technology, Wuhan, China; Department of Electrical and Computer Engineering, National University of Singapore, Singapore",IEEE Transactions on Parallel and Distributed Systems,2 Oct 2023,2023,34,11,2994,3011,"Microservices are an architectural and organizational paradigm for Internet application development. In cloud data centers, delay-sensitive applications receive massive user requests, which are fed into multiple queues and subsequently served by multiple microservice instances. Accordingly, effective deployment of multiple queues and containers can significantly reduce queuing delay, processing delay, and communication delay. Due to the increased complexity of call dependencies and probabilistic routing paths, the deployment of service instances fully interacts with request routing, bringing great difficulties to service orchestration. In this case, it is valuable to simultaneously consider service deployment and request routing in a fine-grained manner. However, most existing studies considered them as two independent components with local optimization, while data dependencies and the instance-level deployment are ignored. Therefore, this paper proposes to jointly optimize the deployment and request routing of microservice call graphs based on fine-grained queuing network analysis and container orchestration. We first formulate the problem as a mixed-integer nonlinear program and exploit open Jackson queuing networks to model intrinsic data dependencies and analyze response latency. To optimize the overall cost and latency, this paper presents an efficient two-stage heuristic algorithm, which consists of a resource-splitting-based deployment approach and a partition-mapping-based routing method. Further, this paper also provides mathematical analysis on the performance and complexity of the proposed algorithm. Finally, comprehensive trace-driven experiments demonstrate that the overall performance of our approach is better than existing microservice benchmarks. The average deployment cost is reduced by 27.4% and end-to-end response latency is reduced by 15.1% on average.",1558-2183,,10.1109/TPDS.2023.3311767,"National Key Research and Development Program of China(grant numbers:2022ZD0117104); National Natural Science Foundation of China(grant numbers:62171189,62272183); Key Research and Development Program of Hubei Province, China(grant numbers:2022BAA038,2023BAB074,2021BAA026); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10247200,Cloud data centers;microservice call graphs;queuing theory;request routing;service deployment;services computing,Microservice architectures;Routing;Delays;Containers;Optimization;Queueing analysis;Data centers,,9.0,,41,IEEE,11 Sep 2023,,,IEEE,IEEE Journals
A Progressive Web Application Based on Microservices Combining Geospatial Data and the Internet of Things,M. Mena; A. Corral; L. Iribarne; J. Criado,"Applied Computing Group, University of Almería, Almería, Spain; Applied Computing Group, University of Almería, Almería, Spain; Applied Computing Group, University of Almería, Almería, Spain; Applied Computing Group, University of Almería, Almería, Spain",IEEE Access,9 Aug 2019,2019,7,,104577,104590,"Modern Web applications combine information from different sources, such as Web services, static resources, or real-time sensors data. The Internet of Things (IoT) is increasingly being used in these applications to show useful, updated information. However, the information related to the IoT devices is commonly displayed on dashboards for monitoring and control purposes and is not often combined with other types of data. In addition, it is important to base information on the location displayed in the user context. In this paper, we propose the use of a software architecture based on microservices and micro frontends for assisting the user in the friendly, seamless acquisition of geospatial data and information concerning the IoT. Our solution orchestrates those microservices and a component-based progressive Web application (PWA). The main microservice handles the creation of component configurations using a selection graph consisting of component tags and other descriptive properties and also contextual information about the application user. To demonstrate how the proposed architecture works, we present a scenario in which the Web application is dynamically built up by combining the geospatial information, the data acquired from the IoT sensors, and other complementary data.",2169-3536,,10.1109/ACCESS.2019.2932196,EU ERDF and the Spanish Ministry of Economy and Competitiveness (MINECO)(grant numbers:TIN2017-83964-R); Grant of the Spanish Government(grant numbers:FPU17/02010); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8782470,Geospatial data;IoT;microservices;Netflix OSS;micro frontend;progressive Web application,Geospatial analysis;Internet of Things;Computer architecture;Data visualization;Sensors;User experience;Proposals,,17.0,,47,CCBY,31 Jul 2019,,,IEEE,IEEE Journals
