"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Green Networking With Packet Processing Engines: Modeling and Optimization","R. Bolla; R. Bruschi; A. Carrega; F. Davoli","Department of Electrical, Electronic and Telecommunication Engineering, and Naval Architecture (DITEN), University of Genoa; National Inter-University Consortium for Telecommunications (CNIT), University of Genoa Research Unit, Genova, Italy; Department of Electrical, Electronic and Telecommunication Engineering, and Naval Architecture (DITEN), University of Genoa; Department of Electrical, Electronic and Telecommunication Engineering, and Naval Architecture (DITEN), University of Genoa",IEEE/ACM Transactions on Networking,"12 Feb 2014","2014","22","1","110","123","With the aim of controlling power consumption in metro/transport and core networks, we consider energy-aware devices able to reduce their energy requirements by adapting their performance. In particular, we focus on state-of-the-art packet processing engines, which generally represent the most energy-consuming components of network devices, and which are often composed of a number of parallel pipelines to “divide and conquer” the incoming traffic load. Our goal is to control both the power configuration of pipelines and the way to distribute traffic flows among them. We propose an analytical model to accurately represent the impact of green network technologies (i.e., low power idle and adaptive rate) on network- and energy-aware performance indexes. The model has been validated with experimental results, performed by using energy-aware software routers loaded by real-world traffic traces. The achieved results demonstrate how the proposed model can effectively represent energy- and network-aware performance indexes. On this basis, we propose a constrained optimization policy, which seeks the best tradeoff between power consumption and packet latency times. The procedure aims at dynamically adapting the energy-aware device configuration to minimize energy consumption while coping with incoming traffic volumes and meeting network performance constraints. In order to deeply understand the impact of such policy, a number of tests have been performed by using experimental data from software router architectures and real-world traffic traces.","1558-2566","","10.1109/TNET.2013.2242485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6462001","Adaptive rate;forwarding engine;green networking;low power idle;multipipeline","Pipelines;Engines;Performance evaluation;Power demand;Green products;Servers;Optimization","","38","","41","IEEE","14 Feb 2013","","","IEEE","IEEE Journals"
"PLUS: Open-Source Toolkit for Ultrasound-Guided Intervention Systems","A. Lasso; T. Heffter; A. Rankin; C. Pinter; T. Ungi; G. Fichtinger","Laboratory for Percutaneous Surgery, School of Computing, Queen’s University, Kingston, ON, Canada; Laboratory for Percutaneous Surgery, School of Computing, Queen’s University, Kingston, ON, Canada; Laboratory for Percutaneous Surgery, School of Computing, Queen’s University, Kingston, ON, Canada; Laboratory for Percutaneous Surgery, School of Computing, Queen’s University, Kingston, ON, Canada; Laboratory for Percutaneous Surgery, School of Computing, Queen’s University, Kingston, ON, Canada; Laboratory for Percutaneous Surgery, School of Computing, Queen’s University, Kingston, ON, Canada",IEEE Transactions on Biomedical Engineering,"16 Sep 2014","2014","61","10","2527","2537","A variety of advanced image analysis methods have been under the development for ultrasound-guided interventions. Unfortunately, the transition from an image analysis algorithm to clinical feasibility trials as part of an intervention system requires integration of many components, such as imaging and tracking devices, data processing algorithms, and visualization software. The objective of our paper is to provide a freely available open-source software platform—PLUS: Public software Library for Ultrasound—to facilitate rapid prototyping of ultrasound-guided intervention systems for translational clinical research. PLUS provides a variety of methods for interventional tool pose and ultrasound image acquisition from a wide range of tracking and imaging devices, spatial and temporal calibration, volume reconstruction, simulated image generation, and recording and live streaming of the acquired data. This paper introduces PLUS, explains its functionality and architecture, and presents typical uses and performance in ultrasound-guided intervention systems. PLUS fulfills the essential requirements for the development of ultrasound-guided intervention systems and it aspires to become a widely used translational research prototyping platform. PLUS is freely available as open source software under BSD license and can be downloaded from http://www.plustoolkit.org.","1558-2531","","10.1109/TBME.2014.2322864","Applied Cancer Research Unit program of Cancer Care Ontario; Cancer Ontario Research Chair; Queen¿s University¿Ontario Ministry of Research and Innovation Postdoctoral Fellow; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6813647","Live image streaming;open-source;spatial calibration;temporal calibration;tool navigation;tracked ultrasound;volume reconstruction","Imaging;Calibration;Software;Ultrasonic imaging;Hardware;Transducers;Software algorithms","Calibration;Database Management Systems;Humans;Image Processing, Computer-Assisted;Imaging, Three-Dimensional;Internet;Radiography;Software;Ultrasonography","314","","43","Crown","9 May 2014","","","IEEE","IEEE Journals"
"Leveraging Power-Performance Relationship of Energy-Efficient Modern DRAM Devices","S. Lee; H. Cho; Y. H. Son; Y. Ro; N. S. Kim; J. H. Ahn","Department of Transdisciplinary Studies, Seoul National University, Seoul, South Korea; Samsung Electronics, Suwon, South Korea; Samsung Electronics, Suwon, South Korea; Department of Transdisciplinary Studies, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering, University of Illinois at Urbana–Champaign, Urbana, IL, USA; Inter-university Semiconductor Research Center, Seoul National University, Seoul, South Korea",IEEE Access,"25 Jun 2018","2018","6","","31387","31398","Computer servers are equipped with an increasing number of memory modules each with more capacity, making main-memory systems now the second most energy-consuming component trailing only processors in big-memory servers. These big-memory servers and their main-memory systems should offer high energy efficiency. In pursuit of energy-efficient main-memory systems, prior work exploited mobile low power double data rate (LPDDR) devices' advantages (lower power than DDR devices) while attempting to surmount their limitations (longer latency, lower bandwidth, or both). However, we show that such main-memory architectures (based on the latest LPDDR4 devices) are no longer effective and even hurt overall energy efficiency of servers by 49% on memory-intensive workloads compared with ones based on DDR4 devices. The reason is that the power consumption of modern DDR4 devices has substantially reduced by adopting the strength of mobile and graphics memory whereas LPDDR4 has focused more on increasing data transfer rates while sacrificing energy efficiency; the power consumption of DDR4 devices can significantly vary across manufacturers in this analysis. Moreover, exploring new energy-saving features of DDR4 devices in depth, we show that activating these features often hurts overall energy efficiency of servers because of their performance penalties. Subsequently, we propose a simple but effective scheme that adaptively exploits DRAM power-down modes and hence improves the system energy-delay product by 4.0%.","2169-3536","","10.1109/ACCESS.2018.2845861","Samsung Electronics, NSF(grant numbers:CNS-1557245); National Research Foundation of Korea through the Korea Government(grant numbers:NRF-2017R1A2B2005416); Research and Development Program of MOTIE/KEIT(grant numbers:10077609); Future Semiconductor Device Technology Development Program through MOTIE and KSRC(grant numbers:10044735); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377983","Computer performance;energy efficiency;SDRAM","Random access memory;Servers;Bandwidth;Data transfer;Power demand;Performance evaluation;Wires","","19","","53","OAPA","11 Jun 2018","","","IEEE","IEEE Journals"
"Deep Learning for Adverse Event Detection From Web Search","F. Ahmad; A. Abbasi; B. Kitchens; D. Adjeroh; D. Zeng","Computer Science, University of Virginia, Charlottesville, VA, USA; IT, Analytics, and Operations, University of Notre Dame, Notre Dame, IN, USA; Information Technology, University of Virginia, Charlottesville, VA, USA; Lane Department of Computer Science and Electrical Engineering, West Virginia University, Morgantown, WV, USA; Institute for Automation, Chinese Academy of Sciences, China",IEEE Transactions on Knowledge and Data Engineering,"29 Apr 2022","2022","34","6","2681","2695","Adverse event detection is critical for many real-world applications including timely identification of product defects, disasters, and major socio-political incidents. In the health context, adverse drug events account for countless hospitalizations and deaths annually. Since users often begin their information seeking and reporting with online searches, examination of search query logs has emerged as an important detection channel. However, search context - including query intent and heterogeneity in user behaviors – is extremely important for extracting information from search queries, and yet the challenge of measuring and analyzing these aspects has precluded their use in prior studies. We propose DeepSAVE, a novel deep learning framework for detecting adverse events based on user search query logs. DeepSAVE uses an enriched variational autoencoder encompassing a novel query embedding and user modeling module that work in concert to address the context challenge associated with search-based detection of adverse events. Evaluation results on three large real-world event datasets show that DeepSAVE outperforms existing detection methods as well as comparison deep learning auto encoders. Ablation analysis reveals that each component of DeepSAVE significantly contributes to its overall performance. Collectively, the results demonstrate the viability of the proposed architecture for detecting adverse events from search query logs.","1558-2191","","10.1109/TKDE.2020.3017786","National Science Foundation(grant numbers:IIS-1553109,IIS-1816504,BDS-1636933,CCF-1629450,IIS-1552860,IIS-1816005); MOST(grant numbers:2019AAA0103405,2016QY02D0305); NNSFC Innovative Team(grant numbers:71621002); CAS(grant numbers:XDC02060600,ZDRW-XH-2017-3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9171579","Adverse event detection;search queries;deep learning;auto encoders;query embeddings;user modeling","Event detection;Drugs;Deep learning;Twitter;Data mining;Context modeling;Automotive engineering","","10","","62","CCBY","19 Aug 2020","","","IEEE","IEEE Journals"
"How to Design Scheduling Solutions for Smart Manufacturing Environments Using RAMI 4.0?","D. Alemão; A. D. Rocha; S. Nikghadam-Hojjati; J. Barata","Department of Electrical and Computer Engineering, NOVA School of Science and Technology, NOVA University of Lisbon, Caparica, Portugal; Department of Electrical and Computer Engineering, NOVA School of Science and Technology, NOVA University of Lisbon, Caparica, Portugal; Department of Electrical and Computer Engineering, NOVA School of Science and Technology, NOVA University of Lisbon, Caparica, Portugal; Department of Electrical and Computer Engineering, NOVA School of Science and Technology, NOVA University of Lisbon, Caparica, Portugal",IEEE Access,"12 Jul 2022","2022","10","","71284","71298","The scheduling applied to manufacturing represents a huge opportunity for companies to stand out in a world of fast and big changes. Having a reliable scheduling system will allow factories to deal with the significant demand for highly customized products. Although manufacturing scheduling has been deeply studied for decades, there is still a gap between academia and industry, namely because the lack of flexibility and homogeneity among scheduling solutions, which makes them very use case-oriented. Furthermore, the absence of standardization is also making it difficult to implement smart scheduling solutions in industrial scenarios. Thus, this work presents a set of requirements and design principles based on axiomatic design concept, to make the first steps to standardize the designing and development of manufacturing scheduling solutions in the context of Industry 4.0. At the end, is presented a scheduling generic framework targeting smart manufacturing and evaluated in a practical use case.","2169-3536","","10.1109/ACCESS.2022.3187974","European Union (EU) Project Advanced Manufacturing Solutions Tightly Aligned With Business Needs (AVANGARD); European Union’s Horizon 2020 Research and Innovation Program(grant numbers:869986); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9813725","Manufacturing scheduling;scheduling framework;industry 4.0;cyber-physical production systems;RAMI4.0;design principles","Job shop scheduling;Manufacturing;Computer architecture;Business;Smart manufacturing;Production facilities;Production","","4","","36","CCBY","4 Jul 2022","","","IEEE","IEEE Journals"
"Machine Learning Operations (MLOps): Overview, Definition, and Architecture","D. Kreuzberger; N. Kühl; S. Hirschl","IBM, Ehningen, Germany; IBM, Ehningen, Germany; IBM, Ehningen, Germany",IEEE Access,"4 Apr 2023","2023","11","","31866","31879","The final goal of all industrial machine learning (ML) projects is to develop ML products and rapidly bring them into production. However, it is highly challenging to automate and operationalize ML products and thus many ML endeavors fail to deliver on their expectations. The paradigm of Machine Learning Operations (MLOps) addresses this issue. MLOps includes several aspects, such as best practices, sets of concepts, and development culture. However, MLOps is still a vague term and its consequences for researchers and professionals are ambiguous. To address this gap, we conduct mixed-method research, including a literature review, a tool review, and expert interviews. As a result of these investigations, we contribute to the body of knowledge by providing an aggregated overview of the necessary principles, components, and roles, as well as the associated architecture and workflows. Furthermore, we provide a comprehensive definition of MLOps and highlight open challenges in the field. Finally, this work provides guidance for ML researchers and practitioners who want to automate and operate their ML products with a designated set of technologies.","2169-3536","","10.1109/ACCESS.2023.3262138","Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)(grant numbers:491183248); Open Access Publishing Fund of the University of Bayreuth; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10081336","CI/CD;DevOps;machine learning;MLOps;operations;workflow orchestration","Interviews;Machine learning;Training;Collaboration;Bibliographies;Automation;Codes","","162","","66","CCBYNCND","27 Mar 2023","","","IEEE","IEEE Journals"
"The PetscSF Scalable Communication Layer","J. Zhang; J. Brown; S. Balay; J. Faibussowitsch; M. Knepley; O. Marin; R. T. Mills; T. Munson; B. F. Smith; S. Zampini","Argonne National Laboratory, Lemont, IL, USA; University of Colorado Boulder, Boulder, CO, USA; Argonne National Laboratory, Lemont, IL, USA; University of Illinois at Urbana-Champaign, Urbana, IL, USA; University at Buffalo, Buffalo, NY, USA; Argonne National Laboratory, Lemont, IL, USA; Argonne National Laboratory, Lemont, IL, USA; Argonne National Laboratory, Lemont, IL, USA; Argonne Associate of Global Empire, LLC, Argonne National Laboratory, Lemont, IL, USA; King Abdullah University of Science and Technology, Thuwal, Saudi Arabia",IEEE Transactions on Parallel and Distributed Systems,"15 Oct 2021","2022","33","4","842","853","PetscSF, the communication component of the Portable, Extensible Toolkit for Scientific Computation (PETSc), is designed to provide PETSc's communication infrastructure suitable for exascale computers that utilize GPUs and other accelerators. PetscSF provides a simple application programming interface (API) for managing common communication patterns in scientific computations by using a star-forest graph representation. PetscSF supports several implementations based on MPI and NVSHMEM, whose selection is based on the characteristics of the application or the target architecture. An efficient and portable model for network and intra-node communication is essential for implementing large-scale applications. The Message Passing Interface, which has been the de facto standard for distributed memory systems, has developed into a large complex API that does not yet provide high performance on the emerging heterogeneous CPU-GPU-based exascale systems. In this article, we discuss the design of PetscSF, how it can overcome some difficulties of working directly with MPI on GPUs, and we demonstrate its performance, scalability, and novel features.","1558-2183","","10.1109/TPDS.2021.3084070","Exascale Computing(grant numbers:17-SC-20-SC); U.S. Department of Energy; National Nuclear Security Administration; U.S. Department of Energy(grant numbers:DE-AC02-06CH11357); Office of Science(grant numbers:DE-SC0016140,DE-AC02-0000011838); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9442258","Communication;GPU;extreme-scale;MPI;PETSc","Libraries;Programming;Graphics processing units;Forestry;Electronics packaging;Arrays;Scalability","","16","","26","IEEE","26 May 2021","","","IEEE","IEEE Journals"
"An Overview of Trust Standards for Communication Networks and Future Digital World","H. Wang; X. Kang; T. Li; Z. Lei; C. -K. Chu; H. Wang","Huawei Singapore Research Center, Fusionopolis Walk, Singapore; Huawei Singapore Research Center, Fusionopolis Walk, Singapore; Huawei Singapore Research Center, Fusionopolis Walk, Singapore; Huawei Singapore Research Center, Fusionopolis Walk, Singapore; Huawei Singapore Research Center, Fusionopolis Walk, Singapore; Huawei Singapore Research Center, Fusionopolis Walk, Singapore",IEEE Access,"11 May 2023","2023","11","","42991","42998","Trust is an essential concept in various scenarios enabled by Information and Communication Technologies (ICT). To facilitate the implementation of trust in these scenarios, different organizations have published a series of trust frameworks. However, most existing works on trust standards only focus on a specific application domain. Unlike these works, in this paper, we provide a comprehensive overview of the current available trust standards related to communication networks and future digital world from several main organizations. We categorize these trust standards into three layers: trust foundation, trust elements, and trust applications. We then analyze these trust standards and discuss their contributions in a systematic way. We also examine the motivations behind each enforced standard, analyze their frameworks and solutions, and present their role and impact on communication works and future digital world. Finally, we offer our suggestions on the trust work that needs to be standardized in the future.","2169-3536","","10.1109/ACCESS.2023.3270042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10107593","Trust;trust management;trust standards","Trust management;Security;Communication networks;Hardware;Information and communication technology;Biological system modeling;Law","","3","","16","CCBYNCND","24 Apr 2023","","","IEEE","IEEE Journals"
"Memory-Efficient Multiplier-Less 2-D DWT Design Using Combined Convolution and Lifting Schemes for Wireless Visual Sensors","B. K. Mohanty","Department of Electronics and Communication Engineering, Sambalpur University Institute of Information Technology, Sambalpur University, Burla, Odisha, India",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,"21 Mar 2024","2024","32","4","695","703","In this article, the combined convolution–lifting scheme is explored to address the design issues of 2-D discrete wavelet transform (DWT) structures. We found that the combined convolution–lifting scheme of type-1 (convolution followed by lifting) is more suitable than convolution or lifting schemes to design 2-D DWT structures with less on-chip memory. Furthermore, the canonic signed digit (CSD)-based multiplier-less designs are presented for convolution-DWT and lifting-DWT using  $9/7$  biorthogonal filters, and they have identical resource requirements for 12-bit coefficients. The proposed multiplier-less designs of convolution-DWT and lifting-DWT are used to derive a 2-D DWT structure to take advantage of the combined convolution–lifting scheme. The comparison result shows that the proposed combined 2-D DWT structure involves  $24\times $  less area-delay-product (ADP) and  $17\times $  less energy per image (EPI) compared with the best of the existing fractional wavelet transform (FrWT)-based structure and provides reconstructed images of 14 dB higher peak signal-to-noise ratio (PSNR). Compared with the recently proposed approximate lifting (ALF) 2-D DWT structure, the proposed combined 2-D DWT structure involves  $4.5\times $  less ADP,  $2.2\times $  less EPI, less on-chip memory by  $4N$  words and provides reconstructed images of PSNR higher by 7 dB, where  $N$  is the image width or height. Therefore, the proposed combined 2-D DWT structure is a better alternative to the existing 2-D DWT structures for low-complexity and low-memory realization of 2-D DWT especially for the visual sensor node applications.","1557-9999","","10.1109/TVLSI.2024.3367817","Science and Engineering Research Board (SERB), India(grant numbers:CRG/2020/005162); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10445279","Discrete wavelet transform (DWT);image encoder;VLSI architecture;visual sensor","Discrete wavelet transforms;Convolution;Visualization;Sensors;Image reconstruction;Transforms;Memory management","","","","18","IEEE","26 Feb 2024","","","IEEE","IEEE Journals"
"A social analytics platform for smarter commerce solutions","M. Desmond; H. L. Guo; F. F. Heath; S. Bao; E. Khabiri; S. Krasikov; N. Modani; S. Nagar; M. Ohno; H. Srinivasan; H. Takeuchi; R. Vaculín; S. W. Zhao; T. Hamid","IBM Research Division, Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Research-China, Zhongguancun Software Park, Beijing, China; IBM Research Division, Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Research-China, Building 19 Zhongguancun Software Park, Haidian District,, Beijing; IBM Research Division, Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Research Division, Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Research-India, New Delhi; IBM Research-India, Manyata Embassy Tech Park,, Bangalore, India; IBM Research-Tokyo, Koto-ku Tokyo, Japan; IBM Research Division, Thomas J. Watson Research Center, Yorktown Heights, NY, USA; IBM Research-Tokyo, Koto-ku Tokyo, Japan; NA; IBM Research - China, Zhongguancun Software Park, Haidian District, Beijing, China; IBM Global Business Services, Dublin, OH, USA",IBM Journal of Research and Development,"21 Nov 2014","2014","58","5/6","10:1","10:14","When providing customers with a personalized shopping experience, there is tremendous value in understanding and applying social data shared by those consumers. Understanding this data and how best to generate business value from it is the core challenge of many businesses today. Friends, family, and experts alike influence consumers in their shopping preferences and purchase decisions. Yet, the ability of a business to analyze data on such influence, and recommend products and services that best respond to its customers' needs or aspirations, is typically limited by fragmented capabilities; a business relies heavily on the use of spreadsheets, manual market analysis, isolated software, or reactive messaging. This paper offers a solution to this fragmentary approach by introducing a social analytics platform for smarter commerce. This platform provides a holistic understanding of the customer by making use of social and enterprise data to present recommendations and related opinions, and to isolate influencers so as to ultimately provide customers with a personalized shopping experience. The functionality described in this paper is in the context of the retail industry but can be applied to other industries. The paper describes the architecture of the social analytics platform and the various analytics components currently implemented as part of the platform.","0018-8646","","10.1147/JRD.2014.2346262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6964897","","Electronic commerce;Sales and marketing;Internet;Electronic commerce;Customer purchases;Consumer behavior;Social factors;Behavioral science","","","1","64","IBM","21 Nov 2014","","","IBM","IBM Journals"
"Interoperable Infrastructure for Flood Monitoring: SensorWeb, Grid and Cloud","N. Kussul; D. Mandl; K. Moe; J. -P. Mund; J. Post; A. Shelestov; S. Skakun; J. Szarzynski; G. Van Langenhove; M. Handy","Space Research Institute, NASU-NSAU, Kyiv, Ukraine; NASA Goddard Space Flight Center, USA; Earth Science Technology Office, Goddard Space Flight Center, National Aeronautics and Space Administration, USA; Department of GIS and Remote Sensing, University for Sustainable Development in Eberswalde (HNEE), Germany; German Remote Sensing Data Center, German Aerospace Center (DLR), Oberpfaffenhofen, Germany; Space Research Institute, NASU-NSAU, Kyiv, Ukraine; Space Research Institute, NASU-NSAU, Kyiv, Ukraine; Institute for Environment and Human Security (UNU-EHS), United Nations University, Bonn, Germany; Hydrological Services Namibia, Department of Water Affairs, Namibian Ministry of Agriculture, Water and Forestry, Windhoek, Namibia; Goddard Space Flight Center, National Aeronautics and Space Administration, USA",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"28 Dec 2012","2012","5","6","1740","1745","The paper presents an international multi-disciplinary initiative, a Namibia SensorWeb Pilot Project, that was created as a testbed for evaluating and prototyping key technologies for rapid acquisition and distribution of data products for decision support systems to monitor floods. Those key technologies include SensorWebs, Grids and Computation Clouds. This pilot project aims at developing an operational trans-boundary flood management decision support system for the Southern African region to provide useful flood and water-borne disease forecasting tools for local decision makers. This effort integrates space-based and ground sensor data along with higher level geospatial data products to enable risk assessment and ultimately risk maps related to flood disaster management and water-related disease management. We present an overall architecture of the Pilot along with components and services being developed. Additionally, case-studies and results achieved so far are discussed. The presented work is being carried out within GEO 2009-2011 Work Plan as CEOS WGISS contribution.","2151-1535","","10.1109/JSTARS.2012.2192417","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6202724","Earth observation;remote sensing;floods;sensor web;risk analysis;Grid;cloud computing;GEOSS","Satellites;Cloud computing;Floods;Global Earth Observation System of Systems;Remote sensing;Risk analysis","","35","","24","IEEE","18 May 2012","","","IEEE","IEEE Journals"
"OPRC: An Online Personalized Reputation Calculation Model in Service-Oriented Computing Environments","X. Du; J. Xu; W. Cai; C. Zhu; Y. Chen","Department of Computer Science, Shantou University, Shantou, China; Key Laboratory of Intelligent Manufacturing Technology, Ministry of Education, Shantou University, Shantou, China; Key Laboratory of Intelligent Manufacturing Technology, Ministry of Education, Shantou University, Shantou, China; Department of Computer Science, Shantou University, Shantou, China; Department of Computer Science, Shantou University, Shantou, China",IEEE Access,"15 Jul 2019","2019","7","","87760","87768","Cloud applications based on service-oriented architectures usually integrate many component services to implement specific application logic. In service-oriented computing environments, many Web services are provided for users to build service-oriented systems. Since the performance of the same Web service varies according to different users’ perspectives, the users have to personally select the optimal Web services according to the quality-of-service (QoS) data observed by other similar users. However, users with a low reputation provide unreliable data, which has a negative impact on service selection. Moreover, the QoS data vary over time due to changes in user reputation; and therefore, how to calculate a personalized reputation for each user at runtime remains a substantial problem. To address this critical challenge, this paper proposes an online reputation calculation method, called the OPRC, to efficiently provide a personalized reputation for each user. Based on the users’ observed QoS data, the OPRC employs MF and online learning techniques to calculate personalized reputations. To validate the approach, large-scale experiments are conducted, which contain two QoS attributes from 142 reliable users and 15 unreliable users. The results show that OPRC has high accuracy and effectiveness compared to other approaches.","2169-3536","","10.1109/ACCESS.2019.2925778","National Natural Science Foundation of China(grant numbers:61702318); Science and Technology Planning Project of Guangdong Province(grant numbers:2019B010116001,2016B010124012); Shantou University(grant numbers:NTF18024); the 2018 Provincial and Municipal Vertical Coordination Management Science and Technology Planning Project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8750782","Service-oriented systems;Web services;quality of service (QoS);user reputation;online learning","Quality of service;Web services;Computational modeling;Adaptation models;Data models;Reliability;Sparse matrices","","23","","33","CCBY","28 Jun 2019","","","IEEE","IEEE Journals"
"Parallel-Amplitude Architecture and Subset Ranking for Fast Distribution Matching","T. Fehenberger; D. S. Millar; T. Koike-Akino; K. Kojima; K. Parsons","Mitsubishi Electric Research Laboratories, Cambridge, Germany; Mitsubishi Electric Research Laboratories, Cambridge, Germany; Mitsubishi Electric Research Laboratories, Cambridge, Germany; Mitsubishi Electric Research Laboratories, Cambridge, Germany; Mitsubishi Electric Research Laboratories, Cambridge, Germany",IEEE Transactions on Communications,"16 Apr 2020","2020","68","4","1981","1990","A distribution matcher (DM) maps a binary input sequence into a block of nonuniformly distributed symbols. To facilitate the implementation of shaped signaling, fast DM solutions with high throughput and low serialism are required. We propose a novel DM architecture with parallel amplitudes (PA-DM) for which m-1 component DMs, each with a different binary output alphabet, are operated in parallel in order to generate a shaped sequence with m amplitudes. With negligible rate loss compared to a single nonbinary DM, PA-DM has a parallelization factor that grows linearly with m, and the component DMs have reduced output lengths. For such binary-output DMs, a novel constant-composition DM (CCDM) algorithm based on subset ranking (SR) is proposed. We present SR-CCDM algorithms that are serial in the minimum number of occurrences of either binary symbol for mapping, and fully parallel for demapping. For distributions that are optimized for the additive white Gaussian noise (AWGN) channel, we numerically show that PA-DM combined with SR-CCDM can reduce the number of sequential processing steps by more than an order of magnitude, while having a rate loss that is comparable to conventional nonbinary CCDM with arithmetic coding.","1558-0857","","10.1109/TCOMM.2020.2966693","German Ministry of Education and Research in the project PEARLS(grant numbers:#13N14937); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8960288","Constant composition distribution matching;subset ranking;probabilistic amplitude shaping;coded modulation","Probabilistic logic;Modulation;AWGN channels;Throughput;Encoding;Forward error correction;Decoding","","19","","35","IEEE","15 Jan 2020","","","IEEE","IEEE Journals"
"Toward Integrating Intelligence and Programmability in Open Radio Access Networks: A Comprehensive Survey","A. Arnaz; J. Lipman; M. Abolhasan; M. Hiltunen","School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Ultimo, NSW, Australia; AT&T Labs Research, Bedminster, NJ, USA",IEEE Access,"30 Jun 2022","2022","10","","67747","67770","Open RAN is an emerging vision and an advancement of the Radio Access Network (RAN). Its purpose is to implement a vendor and network-generation agnostic RAN, provide networking solutions across all service requests, and implement artificial intelligence solutions in different stages of an end-to-end communication path. The 5th Generation (5G) and beyond the 5th Generation (B5G) of networking introduce and support new use cases, such as tactile internet and autonomous driving. The complexity and innovative nature of these use cases require continuous innovation at a high pace in the RAN. The traditional approach of building end-to-end RAN solutions by only one vendor hampers the speed of innovation—furthermore, the lack of a standard approach to implementing artificial intelligence complicates the compatibility of products with the RAN ecosystem. O-RAN Alliance, a community of industry and academic experts in RAN, works on writing Open RAN specifications on top of the 3rd Generation Partnership Project (3GPP) standards. Founded on these specifications, the aim of this paper is to introduce open research topics in Open RAN that overlap the interests of both AI and telecommunication researchers. The paper provides an overview of the architecture and components of Open RAN, then explores AI use cases in Open RAN. Also, this survey includes some plausible AI deployment scenarios that the specifications have not covered. Open RAN in future cities creates opportunities for various use cases across different sectors, including engineering, operations, and research that this paper addresses.","2169-3536","","10.1109/ACCESS.2022.3183989","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9798822","5G;B5G;artificial intelligence;intelligent systems;machine learning;open RAN;radio access networks","Computer architecture;Artificial intelligence;5G mobile communication;Radio access networks;Communications technology;3G mobile communication;Machine learning","","29","","98","CCBYNCND","17 Jun 2022","","","IEEE","IEEE Journals"
